2025-07-27T11:33:25 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your NLG Trading Ltd receipt [#1325-5127]' | 
2025-07-27T12:10:20 | SUCCESS  | retries=0  | label=promotion       | subject="New Members' perk! Spark imagination with Sparks Film School" | 
2025-07-27T12:10:25 | SUCCESS  | retries=0  | label=newsletter      | subject='Coming Soon To Tredz...' | 
2025-07-27T12:10:30 | SUCCESS  | retries=0  | label=newsletter      | subject='New Feature: MIDI Device Input Now Available in ACE Studio!' | 
2025-07-27T12:10:36 | SUCCESS  | retries=0  | label=promotion       | subject='See WWE Monday Night RAW and Lorde live in Brum! Plus the latest news and more!' | 
2025-07-27T12:10:44 | SUCCESS  | retries=0  | label=general         | subject='Your pixel is being used on new domains' | 
2025-07-27T12:10:50 | SUCCESS  | retries=0  | label=promotion       | subject="Post Malone・Hot Wheels Stunt Show・Bluey's Big Play & more" | 
2025-07-27T12:10:56 | SUCCESS  | retries=0  | label=social_notification | subject='Tom Whittle shared a post: Following in…' | 
2025-07-27T12:11:05 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Nick Gordon - Head of Investment Data Assurance 💬' | 
2025-07-27T12:11:11 | SUCCESS  | retries=0  | label=newsletter      | subject='TikTok AI Alive 📱, Audible AI audiobooks 📚, Tencent WizardLM team 🧙' | 
2025-07-27T12:11:18 | SUCCESS  | retries=0  | label=promotion       | subject='Last chance for our Spring Collection, Brownie flavours and a new competition' | 
2025-07-27T12:11:24 | SUCCESS  | retries=0  | label=personal        | subject='Re: Call on Thursday 8th May??' | 
2025-07-27T12:11:30 | SUCCESS  | retries=0  | label=billing         | subject='Invoice 1074 from Farrow Gardening' | 
2025-07-27T12:11:35 | SUCCESS  | retries=0  | label=social_notification | subject='Trevor Hunt commented on Rob Sheffield -…' | 
2025-07-27T12:11:41 | SUCCESS  | retries=0  | label=promotion       | subject='Gear Up for the Warm Weather Miles' | 
2025-07-27T12:12:10 | SUCCESS  | retries=0  | label=billing         | subject='Your latest statement is ready' | 
2025-07-27T12:12:15 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI Stargate Delay ❓, Google AI Futures Fund 🚀, Manus Free Access 💸' | 
2025-07-27T12:12:21 | SUCCESS  | retries=0  | label=promotion       | subject='Meet Galaxy S25 Edge: Our slimmest Galaxy S phone yet ✨' | 
2025-07-27T12:12:27 | SUCCESS  | retries=0  | label=event_invite    | subject='Rhino Racing WTRL TTT sign-up success.' | 
2025-07-27T12:12:33 | SUCCESS  | retries=0  | label=social_notification | subject="OpenAI & Microsoft Renegotiate Terms 🤝, Meta’s New FAIR Director 🧑\u200d🚀, ChatGPT's " | 
2025-07-27T12:12:38 | SUCCESS  | retries=0  | label=review_request  | subject='We need you to send us a document' | 
2025-07-27T12:12:45 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Week Ahead' | 
2025-07-27T12:13:11 | SUCCESS  | retries=0  | label=newsletter      | subject='Real Estate Connect, Q2 2025' | 
2025-07-27T12:13:17 | SUCCESS  | retries=0  | label=newsletter      | subject='How Pay Transparency is Reshaping Banking & Financial Services Hiring' | 
2025-07-27T12:13:22 | SUCCESS  | retries=0  | label=social_notification | subject='Congratulate Lee Ryan for 2 years at HSBC Asset Management' | 
2025-07-27T12:13:29 | SUCCESS  | retries=0  | label=newsletter      | subject="Don't forget! Tell us about your time as a Member" | 
2025-07-27T12:13:34 | SUCCESS  | retries=0  | label=promotion       | subject='Shimano Stock Is Selling Fast' | 
2025-07-27T12:13:40 | SUCCESS  | retries=0  | label=promotion       | subject='Roger, looking for a new job?' | 
2025-07-27T12:13:46 | SUCCESS  | retries=0  | label=social_notification | subject='Shelli Haswell reshared a post:…' | 
2025-07-27T12:13:52 | SUCCESS  | retries=0  | label=promotion       | subject='Congrats! You set a personal best on Into Swavesey Guided Busway' | 
2025-07-27T12:13:58 | SUCCESS  | retries=0  | label=personal        | subject='Congrats! You set a personal best on Histon to St Ives' | 
2025-07-27T12:14:06 | SUCCESS  | retries=0  | label=personal        | subject='Congrats! You set a personal best on Histon - St Ives (Busway)' | 
2025-07-27T12:14:11 | SUCCESS  | retries=0  | label=other           | subject='Weekly attendance for Isaac Pembery' | 
2025-07-27T12:14:18 | SUCCESS  | retries=0  | label=billing         | subject='View your latest statement online' | 
2025-07-27T12:14:24 | SUCCESS  | retries=0  | label=newsletter      | subject='Ride Like King 17. Every KM Counts 🚴\u200d♂️🌍' | 
2025-07-27T12:14:29 | SUCCESS  | retries=0  | label=newsletter      | subject='Mistral Medium 3 ⚙️, Fidji Simo joins OpenAI 🤝, Anthropic Web Search API 🔍' | 
2025-07-27T12:14:35 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Callum Thomas - Head of Research at Topdown Charts' | 
2025-07-27T12:14:40 | SUCCESS  | retries=0  | label=other           | subject='Year 13 - Good Luck and Farewell' | 
2025-07-27T12:15:08 | SUCCESS  | retries=0  | label=shipping_update | subject='Your Royal Mail parcel from Chococo Wholesale Limited has been delivered' | 
2025-07-27T12:15:14 | SUCCESS  | retries=0  | label=social_notification | subject='Richard just messaged you' | 
2025-07-27T12:15:19 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your parcel from Chococo Wholesale Limited is due to be delivered today' | 
2025-07-27T12:15:25 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:15:30 | SUCCESS  | retries=0  | label=event_invite    | subject='St Ives CC TT sign up link' | 
2025-07-27T12:15:36 | SUCCESS  | retries=0  | label=social_notification | subject='Andrew Green shared a post: Hi All…' | 
2025-07-27T12:16:01 | SUCCESS  | retries=0  | label=newsletter      | subject='Rocky Horror Show, The Night Sky Show, Sandi Toksvig, Saving Grace Podcast Live ' | 
2025-07-27T12:16:07 | SUCCESS  | retries=0  | label=newsletter      | subject="Member News: Sun's out..." | 
2025-07-27T12:16:13 | SUCCESS  | retries=0  | label=promotion       | subject='Save £50 on our next Galaxy smartphone' | 
2025-07-27T12:16:39 | SUCCESS  | retries=0  | label=newsletter      | subject='Get Ready for Music in the Parks 2025!' | 
2025-07-27T12:16:45 | SUCCESS  | retries=0  | label=newsletter      | subject='Anthropic API Web Search 👋, Safari AI Search 🔍, Amazon Vulcan Robot 👋' | 
2025-07-27T12:16:51 | SUCCESS  | retries=0  | label=newsletter      | subject='Concert Week IS BACK・Over 80,000 tickets at special rates for a limited time 🎟️' | 
2025-07-27T12:16:57 | SUCCESS  | retries=0  | label=newsletter      | subject='Shimano at the best price' | 
2025-07-27T12:17:03 | SUCCESS  | retries=0  | label=newsletter      | subject='AI Violin, MIDI Device Input, AAX Plugin, and More in ACE Studio 1.9.10' | 
2025-07-27T12:17:10 | SUCCESS  | retries=0  | label=shipping_update | subject='Your parcel from Chococo Wholesale Limited is on its way' | 
2025-07-27T12:17:34 | SUCCESS  | retries=0  | label=event_invite    | subject='See Halestorm and Masoud vs McGrail live in Brum! Plus the latest news and more!' | 
2025-07-27T12:17:41 | SUCCESS  | retries=0  | label=personal        | subject='Re: Call on Thursday 8th May??' | 
2025-07-27T12:17:47 | SUCCESS  | retries=0  | label=newsletter      | subject='Looking to ride longer and set the pace? Here’s how!' | 
2025-07-27T12:17:52 | SUCCESS  | retries=0  | label=personal        | subject='Re: Call on Thursday 8th May??' | 
2025-07-27T12:17:59 | SUCCESS  | retries=0  | label=promotion       | subject='Bad Bunny・Concert Week・Gladiators Live & more' | 
2025-07-27T12:18:05 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Patrick Flynn - Product Manager 💬' | 
2025-07-27T12:18:09 | SUCCESS  | retries=0  | label=event_invite    | subject='St Ives CC TTs for 2025' | 
2025-07-27T12:18:14 | SUCCESS  | retries=0  | label=event_invite    | subject='Marshals Required' | 
2025-07-27T12:18:20 | SUCCESS  | retries=0  | label=event_invite    | subject='🎫 On sale: Turin Brakes live in Bexhill on Sea 🎫' | 
2025-07-27T12:18:26 | SUCCESS  | retries=0  | label=promotion       | subject='May Madness ! Huge Topeak Prize Giveaway' | 
2025-07-27T12:18:32 | SUCCESS  | retries=0  | label=newsletter      | subject='Fwd: Year 13 Summer Careers Newsletter for your information' | 
2025-07-27T12:18:38 | SUCCESS  | retries=0  | label=newsletter      | subject='Gemini 2.5 Pro 🤖, Pinterest Visual Search 🔍, Cognition KEVIN-32B 💻' | 
2025-07-27T12:18:45 | SUCCESS  | retries=0  | label=promotion       | subject='Last chance to save up to £900' | 
2025-07-27T12:18:51 | SUCCESS  | retries=0  | label=newsletter      | subject='Year 13 Summer Careers Newsletter for your information' | 
2025-07-27T12:18:57 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Chococo order has shipped' | 
2025-07-27T12:19:02 | SUCCESS  | retries=0  | label=other           | subject='[Shokz] Your App Verification Code' | 
2025-07-27T12:19:28 | SUCCESS  | retries=0  | label=social_notification | subject='James Hardy reshared a post: The IFX…' | 
2025-07-27T12:19:33 | SUCCESS  | retries=0  | label=newsletter      | subject='Hello Developer: May 2025' | 
2025-07-27T12:19:39 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI New Structure 🚀, Cursor $900M Fundraise 💰, Listen Labs PPT Generator 🎁' | 
2025-07-27T12:19:44 | SUCCESS  | retries=0  | label=promotion       | subject='Roger, you could make your savings flourish' | 
2025-07-27T12:19:53 | SUCCESS  | retries=0  | label=newsletter      | subject='Apple internal coding assistant 💻, ChatGPT Sycophancy 🤖, Phi 4 Reasoning 🧠' | 
2025-07-27T12:19:59 | SUCCESS  | retries=0  | label=social_notification | subject="You finished Diaspora. What's next?" | 
2025-07-27T12:20:04 | SUCCESS  | retries=0  | label=social_notification | subject='Congratulate Robert Clark for 12 years at RBC BlueBay Asset Management' | 
2025-07-27T12:20:10 | SUCCESS  | retries=0  | label=event_invite    | subject="FW: We're getting married!" | 
2025-07-27T12:20:15 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Week Ahead' | 
2025-07-27T12:20:21 | SUCCESS  | retries=0  | label=newsletter      | subject="Whatever you're shopping for, spend and save 💸" | 
2025-07-27T12:20:27 | SUCCESS  | retries=0  | label=newsletter      | subject="Take part in our blockbuster 2025 Members' Survey" | 
2025-07-27T12:20:31 | SUCCESS  | retries=0  | label=general         | subject='Hi Roger, we noticed a new sign in to your Dropbox account' | 
2025-07-27T12:20:39 | SUCCESS  | retries=0  | label=social_notification | subject='Congratulate Sam Sturrock for being promoted to Partner - Head of Regulatory, Li' | 
2025-07-27T12:20:45 | SUCCESS  | retries=0  | label=other           | subject='Weekly attendance for Isaac Pembery' | 
2025-07-27T12:20:50 | SUCCESS  | retries=0  | label=personal        | subject='Congrats! You set a personal best on Connington Bridge - Knapwell Bottom' | 
2025-07-27T12:20:56 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Chococo order confirmation' | 
2025-07-27T12:21:01 | SUCCESS  | retries=0  | label=promotion       | subject='Coming soon: Our newest Galaxy smartphone' | 
2025-07-27T12:21:29 | SUCCESS  | retries=0  | label=newsletter      | subject='Extra sale discounts now added 🎉' | 
2025-07-27T12:21:35 | SUCCESS  | retries=0  | label=billing         | subject='May Invoice INV-49943 from Cambridge Fibre Networks Ltd. for Roger Pembery' | 
2025-07-27T12:21:41 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Howard Marks - Co-chairman & co-founder at Oaktree Capital Managem' | 
2025-07-27T12:21:47 | SUCCESS  | retries=0  | label=social_notification | subject='James Adams shared a post' | 
2025-07-27T12:21:53 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:22:01 | SUCCESS  | retries=0  | label=promotion       | subject='Now’s your chance to save up to £900' | 
2025-07-27T12:22:07 | SUCCESS  | retries=0  | label=newsletter      | subject='Microsoft’s Phi-4-reasoning 🧠, Claude Integrations 🔌, Ai2’s OLMo 2 2️⃣' | 
2025-07-27T12:22:13 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Monthly Recap' | 
2025-07-27T12:22:19 | SUCCESS  | retries=0  | label=general         | subject='You may be eligible for a credit limit increase' | 
2025-07-27T12:22:25 | SUCCESS  | retries=0  | label=event_invite    | subject='News & Club Runs' | 
2025-07-27T12:22:31 | SUCCESS  | retries=0  | label=social_notification | subject='Frank Chatzigeorgiou shared a post' | 
2025-07-27T12:22:41 | SUCCESS  | retries=0  | label=event_invite    | subject="Bongo's Bingo, James May, Peter Andre, Taylormania plus many more!" | 
2025-07-27T12:22:47 | SUCCESS  | retries=0  | label=newsletter      | subject='GPT-4o Rollback 🔙, Anthropic on Export Controls 🚢, Meta’s Protection Tools for A' | 
2025-07-27T12:22:52 | SUCCESS  | retries=0  | label=billing         | subject='Invoice for Claire Pembery (32KR)' | 
2025-07-27T12:22:58 | SUCCESS  | retries=0  | label=newsletter      | subject='Durham Newswire May 2025' | 
2025-07-27T12:23:05 | SUCCESS  | retries=0  | label=event_invite    | subject='A special thank you from Loyle Carner' | 
2025-07-27T12:23:11 | SUCCESS  | retries=0  | label=personal        | subject='FW:' | 
2025-07-27T12:23:38 | SUCCESS  | retries=0  | label=social_notification | subject='HAIM・Jin・Beyoncé・Halestorm & more' | 
2025-07-27T12:23:42 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:23:48 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Maxine Ledger - Sales + Showroom Design Director 💬' | 
2025-07-27T12:23:55 | SUCCESS  | retries=0  | label=social_notification | subject='Marc Abrahams shared a post' | 
2025-07-27T12:24:00 | SUCCESS  | retries=0  | label=promotion       | subject='Hurry, Big Savings Now On 🚴' | 
2025-07-27T12:24:06 | SUCCESS  | retries=0  | label=newsletter      | subject='Meta AI App 📱, Llama API 💻, Relational Graph Transformers 🌐' | 
2025-07-27T12:24:12 | SUCCESS  | retries=0  | label=newsletter      | subject='Fish & Chips are back! 🐟🍟' | 
2025-07-27T12:24:17 | SUCCESS  | retries=0  | label=promotion       | subject='Roger, you could make your savings thrive' | 
2025-07-27T12:24:24 | SUCCESS  | retries=0  | label=billing         | subject='Upcoming Direct Debit payment to Cambridge Fibre Networks Ltd' | 
2025-07-27T12:24:30 | SUCCESS  | retries=0  | label=promotion       | subject='Win tickets to the England Men’s & Women’s cricket 🏏' | 
2025-07-27T12:24:35 | SUCCESS  | retries=0  | label=order_confirmation | subject='Invoice Number: SI119662 for Mrs C Pembery' | 
2025-07-27T12:24:41 | SUCCESS  | retries=0  | label=newsletter      | subject='Anthropic Economic Advisory Council 👥, Hugging Face Robot Arm 🦾, Graph Learning ' | 
2025-07-27T12:24:46 | SUCCESS  | retries=0  | label=event_invite    | subject='Your family member is now eligible for an independent account' | 
2025-07-27T12:24:55 | SUCCESS  | retries=0  | label=personal        | subject='Fwd:' | 
2025-07-27T12:25:05 | SUCCESS  | retries=0  | label=other           | subject='Difficult and sensitive news to share from Hills Road' | 
2025-07-27T12:25:14 | SUCCESS  | retries=0  | label=newsletter      | subject='DeepSeek-R2 2️⃣, xAI raises $20B 💰, Debug ML Deployments Faster 💻' | 
2025-07-27T12:25:24 | SUCCESS  | retries=0  | label=other           | subject='RE: 93JD0903124 R v BARAKO' | 
2025-07-27T12:25:35 | SUCCESS  | retries=0  | label=general         | subject='Fwd: Something blooming brilliant for your car?🌸' | 
2025-07-27T12:25:44 | SUCCESS  | retries=0  | label=billing         | subject='Changes to our Business and Commercial Bank Accounts' | 
2025-07-27T12:25:52 | SUCCESS  | retries=0  | label=general         | subject='RE: Kind Water "Replacement Water Softener"' | 
2025-07-27T12:26:02 | SUCCESS  | retries=0  | label=personal        | subject='RE: Kind Water "Replacement Water Softener"' | 
2025-07-27T12:26:11 | SUCCESS  | retries=0  | label=order_confirmation | subject='RE: Kind Water "Replacement Water Softener"' | 
2025-07-27T12:26:18 | SUCCESS  | retries=0  | label=event_invite    | subject='Rhino Racing WTRL TTT sign-up success.' | 
2025-07-27T12:26:23 | SUCCESS  | retries=0  | label=billing         | subject='Everyone has signed 8TT RM  4 DM draft tenancy agreement' | 
2025-07-27T12:26:29 | SUCCESS  | retries=0  | label=general         | subject='8TT RM  4 DM draft tenancy agreement has been signed by Claire Pembery' | 
2025-07-27T12:26:34 | SUCCESS  | retries=0  | label=social_notification | subject='Claire Pembery has viewed 8TT RM  4 DM draft tenancy agreement' | 
2025-07-27T12:26:40 | SUCCESS  | retries=0  | label=general         | subject='8TT RM  4 DM draft tenancy agreement has been signed by Divine Maxwell' | 
2025-07-27T12:26:45 | SUCCESS  | retries=0  | label=general         | subject='Divine Maxwell has viewed 8TT RM  4 DM draft tenancy agreement' | 
2025-07-27T12:26:51 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:26:57 | SUCCESS  | retries=0  | label=newsletter      | subject='Fast Gravel. No Compromise.' | 
2025-07-27T12:27:02 | SUCCESS  | retries=0  | label=personal        | subject='Working from home?' | 
2025-07-27T12:27:07 | SUCCESS  | retries=0  | label=other           | subject='Hi Roger, we noticed a new sign in to your Dropbox account' | 
2025-07-27T12:27:15 | SUCCESS  | retries=0  | label=order_confirmation | subject='Fwd: Byron – Cambridge | Booking Confirmation (DMN-16900287156)' | 
2025-07-27T12:27:19 | SUCCESS  | retries=0  | label=other           | subject='Kind Water "Replacement Water Softener"' | 
2025-07-27T12:27:24 | SUCCESS  | retries=0  | label=newsletter      | subject='New sale stock now available!' | 
2025-07-27T12:27:30 | SUCCESS  | retries=0  | label=newsletter      | subject='Performance Starts with the Right Components' | 
2025-07-27T12:27:36 | SUCCESS  | retries=0  | label=newsletter      | subject='Anthropic Model Welfare 🌐, Adobe’s New Image Model 🖼️, Perplexity & Motorola 🤝' | 
2025-07-27T12:27:42 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:27:48 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Callum Thomas - Head of Research at Topdown Charts' | 
2025-07-27T12:27:54 | SUCCESS  | retries=0  | label=personal        | subject='Fwd: Next steps email' | 
2025-07-27T12:28:01 | SUCCESS  | retries=0  | label=personal        | subject='Fwd: Reference for Mia Perez' | 
2025-07-27T12:28:07 | SUCCESS  | retries=0  | label=personal        | subject='RE: Reference for Mia Perez' | 
2025-07-27T12:28:13 | SUCCESS  | retries=0  | label=order_confirmation | subject='FW: Next steps, room 4, 8 The Terrace' | 
2025-07-27T12:28:19 | SUCCESS  | retries=0  | label=personal        | subject='FW: Next steps, room 4, 8 The Terrace' | 
2025-07-27T12:28:23 | SUCCESS  | retries=0  | label=event_invite    | subject='🎫 On sale: Turin Brakes live in London 🎫' | 
2025-07-27T12:28:28 | SUCCESS  | retries=0  | label=social_notification | subject='Rob is now following you on Strava.' | 
2025-07-27T12:28:35 | SUCCESS  | retries=0  | label=newsletter      | subject='Kate Rusby, The Anglia Comedy Allstars, Baga Chipz, Q The Music plus many more!' | 
2025-07-27T12:28:41 | SUCCESS  | retries=0  | label=billing         | subject='FW: Your Evernote subscription payment had a problem' | 
2025-07-27T12:28:47 | SUCCESS  | retries=0  | label=personal        | subject='FW: Next steps email' | 
2025-07-27T12:28:53 | SUCCESS  | retries=0  | label=newsletter      | subject='Member News: Just kidding' | 
2025-07-27T12:28:59 | SUCCESS  | retries=0  | label=other           | subject='Email regarding missing person - any help in raising awareness appreciated.' | 
2025-07-27T12:29:06 | SUCCESS  | retries=0  | label=promotion       | subject='OpenAI Image Generation API 💻, Grok Vision 👓, Claude Misuse Report 📑' | 
2025-07-27T12:29:12 | SUCCESS  | retries=0  | label=newsletter      | subject='The Kooks and Keyshia Cole are heading to Brum! Plus the latest news and more!' | 
2025-07-27T12:29:18 | SUCCESS  | retries=0  | label=other           | subject='Security alert' | 
2025-07-27T12:29:24 | SUCCESS  | retries=0  | label=newsletter      | subject='Need to speak to speak to a clinician today? Your AXA Doctor at Hand account has' | 
2025-07-27T12:29:30 | SUCCESS  | retries=0  | label=newsletter      | subject='Banking & Financial Services Salaries: 2025 Insights Available' | 
2025-07-27T12:29:36 | SUCCESS  | retries=0  | label=newsletter      | subject='Events Bulletin April 2025' | 
2025-07-27T12:29:42 | SUCCESS  | retries=0  | label=billing         | subject='Invoice 1070 from Farrow Gardening' | 
2025-07-27T12:29:49 | SUCCESS  | retries=0  | label=general         | subject='Motionless in White・Jin・All Elite Wrestling & more' | 
2025-07-27T12:29:55 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:30:00 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Nick Gordon - Head of Investment Data Assurance 💬' | 
2025-07-27T12:30:07 | SUCCESS  | retries=0  | label=newsletter      | subject='Pi-0.5 🤖, AvatarFX by Character.AI 🧑\u200d💻, Cohere Embed 4 4️⃣' | 
2025-07-27T12:30:13 | SUCCESS  | retries=0  | label=general         | subject="You've been sent £625 📣" | 
2025-07-27T12:30:20 | SUCCESS  | retries=0  | label=promotion       | subject='Watch Synthesizer V Studio 2 Pro in action' | 
2025-07-27T12:30:26 | SUCCESS  | retries=0  | label=social_notification | subject='Peter Fruitema commented on Edmund…' | 
2025-07-27T12:30:31 | SUCCESS  | retries=0  | label=newsletter      | subject='Meet with Apple: New developer activities are here.' | 
2025-07-27T12:30:38 | SUCCESS  | retries=0  | label=newsletter      | subject='Top Rated Lids for Superior Protection' | 
2025-07-27T12:30:43 | SUCCESS  | retries=0  | label=review_request  | subject='Year 13 Parent and Carer survey' | 
2025-07-27T12:30:49 | SUCCESS  | retries=0  | label=newsletter      | subject='Anthropic on AI Harms ♥️, Instagram AI Teen Protection 🦺, OpenAI & Shopify integ' | 
2025-07-27T12:30:54 | SUCCESS  | retries=0  | label=promotion       | subject='Sale now live ⏰' | 
2025-07-27T12:31:01 | SUCCESS  | retries=0  | label=order_confirmation | subject='PRACTICAL BOOKING' | 
2025-07-27T12:31:08 | SUCCESS  | retries=0  | label=personal        | subject='Re: ENQUIRY' | 
2025-07-27T12:31:14 | SUCCESS  | retries=0  | label=newsletter      | subject='Still hunting for Easter deals?' | 
2025-07-27T12:31:20 | SUCCESS  | retries=0  | label=order_confirmation | subject='ENQUIRY' | 
2025-07-27T12:31:27 | SUCCESS  | retries=0  | label=general         | subject='PRACTICAL CAR AND VAN RENTAL ENQUIRY: (C270)-00001E' | 
2025-07-27T12:31:33 | SUCCESS  | retries=0  | label=social_notification | subject='Daily Rundown: Busiest international…' | 
2025-07-27T12:31:40 | SUCCESS  | retries=0  | label=newsletter      | subject='Gemini 2.5 Flash 🔦, Claude Code Best Practices 💻, OpenAI Preparedness Framework ' | 
2025-07-27T12:31:44 | SUCCESS  | retries=0  | label=social_notification | subject='David commented on Zwift - Triple Loops in London!' | 
2025-07-27T12:31:49 | SUCCESS  | retries=0  | label=social_notification | subject='Congratulate Gary Tall for 3 years at Columbia Threadneedle Investments EMEA APA' | 
2025-07-27T12:31:55 | SUCCESS  | retries=0  | label=promotion       | subject='Layer up for less with Easter savings on best-selling kit' | 
2025-07-27T12:32:01 | SUCCESS  | retries=0  | label=promotion       | subject='Release your inner creative...' | 
2025-07-27T12:32:06 | SUCCESS  | retries=0  | label=social_notification | subject='Colin Blackett reshared a post: Hari…' | 
2025-07-27T12:32:12 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:32:17 | SUCCESS  | retries=0  | label=newsletter      | subject='Ample Sound Releases Ample Bass v4' | 
2025-07-27T12:32:23 | SUCCESS  | retries=0  | label=social_notification | subject='Eoin David Boylan shared a post: What a…' | 
2025-07-27T12:32:29 | SUCCESS  | retries=0  | label=general         | subject='New Claude Features: Introducing Research and Google Workspace' | 
2025-07-27T12:32:35 | SUCCESS  | retries=0  | label=event_invite    | subject='Your invitation to inspiring evening talks this April at Hills Road Sixth Form C' | 
2025-07-27T12:32:42 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI o3 visual models 👓, Mistral Classifier Factory 🔍, Goodfire raises $50M 💰' | 
2025-07-27T12:32:48 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Larry Fink - Chairman and Chief Executive Officer at BlackRock' | 
2025-07-27T12:32:54 | SUCCESS  | retries=0  | label=order_confirmation | subject='Please confirm your appointment on Fri 23 May at 1:00pm' | 
2025-07-27T12:33:00 | SUCCESS  | retries=0  | label=newsletter      | subject='Wishing you a Happy Easter!' | 
2025-07-27T12:33:04 | SUCCESS  | retries=0  | label=social_notification | subject='Trevor Hunt commented on Chris Mills’…' | 
2025-07-27T12:33:11 | SUCCESS  | retries=0  | label=newsletter      | subject='We Hope That You Have A Good Easter' | 
2025-07-27T12:33:17 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:33:24 | SUCCESS  | retries=0  | label=promotion       | subject='The Divine Comedy, 2:22 A Ghost Story, Elvana, An Evening with Aggers and Tuffer' | 
2025-07-27T12:33:31 | SUCCESS  | retries=0  | label=newsletter      | subject='Grok Studio 📃, OpenAI o3 and o4-mini 💻, Generative Modeling Latent Representatio' | 
2025-07-27T12:33:37 | SUCCESS  | retries=0  | label=promotion       | subject='Gladiators Live Tour & Gurdas Maan are heading to Brum! Plus the latest news and' | 
2025-07-27T12:33:43 | SUCCESS  | retries=0  | label=newsletter      | subject='Crack open Easter savings 🐣' | 
2025-07-27T12:33:50 | SUCCESS  | retries=0  | label=other           | subject='Fwd: MPW Cambridge Easter Revision - Reports w/b 7th April' | 
2025-07-27T12:33:55 | SUCCESS  | retries=0  | label=event_invite    | subject='Fwd: MPW Cambridge Easter Revision - Reports w/b 7th April' | 
2025-07-27T12:34:01 | SUCCESS  | retries=0  | label=promotion       | subject='Gladiators Live・All Elite Wrestling・Arcade Fire・OVERHEATED & more' | 
2025-07-27T12:34:06 | SUCCESS  | retries=0  | label=social_notification | subject='James Adams shared a post' | 
2025-07-27T12:34:12 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add John McNab 💬' | 
2025-07-27T12:34:18 | SUCCESS  | retries=0  | label=newsletter      | subject='New Member partner! Save on childcare with Bubble' | 
2025-07-27T12:34:24 | SUCCESS  | retries=0  | label=promotion       | subject='MoonDream 2.0 🌝, OpenAI Social Network 🫂, Nvidia H20 Exports to China 🇨🇳' | 
2025-07-27T12:34:29 | SUCCESS  | retries=0  | label=billing         | subject='Please confirm your appointment on Fri 18 April at 1:00pm' | 
2025-07-27T12:34:36 | SUCCESS  | retries=0  | label=personal        | subject='Re: Payment link for 8.4.25' | 
2025-07-27T12:34:42 | SUCCESS  | retries=0  | label=newsletter      | subject='A Message from MyUtmost' | 
2025-07-27T12:34:46 | SUCCESS  | retries=0  | label=social_notification | subject='7 people noticed you' | 
2025-07-27T12:34:52 | SUCCESS  | retries=0  | label=newsletter      | subject='Bring in Your Outdoor Data!' | 
2025-07-27T12:34:58 | SUCCESS  | retries=0  | label=newsletter      | subject='The Best Selling Road Bikes - All in One Place' | 
2025-07-27T12:35:03 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI GPT 4.1 🚀, Hugging Face acquires Pollen Robotics 🤖, DolphinGemma 🐬' | 
2025-07-27T12:35:09 | SUCCESS  | retries=0  | label=personal        | subject='Payment link for 8.4.25' | 
2025-07-27T12:35:16 | SUCCESS  | retries=0  | label=event_invite    | subject='Zwift Camp: Inside Out starts today!' | 
2025-07-27T12:35:21 | SUCCESS  | retries=0  | label=social_notification | subject='Sunil Chadda shared a post:…' | 
2025-07-27T12:35:27 | SUCCESS  | retries=0  | label=promotion       | subject='Synthesizer V Studio 2 Pro is here!' | 
